RuleID,RuleType,FromClassName,FromAssetGroupCode,FromAssetGroup,FromAssetTypeCode,FromAssetType,FromTerminal,ToClassName,ToAssetGroupCode,ToAssetGroup,ToAssetTypeCode,ToAssetType,ToTerminal,ViaClassName,ViaAssetGroupCode
6111,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricJunction,7,Medium Voltage Attachment,61,Underground,,,
6092,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,14,Medium Voltage Fuse Bank,223,Pad Mounted Disconnect,,,
6093,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,15,Medium Voltage Power Factor Correcting Bank,244,Pad Mounted Capacitor,,,
6094,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,17,Medium Voltage Service Bank,281,PM Commercial Customer,,,
6095,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,17,Medium Voltage Service Bank,282,PM Industrial Customer,,,
6096,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,17,Medium Voltage Service Bank,283,Primary Meter,,,
6097,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,18,Medium Voltage Switch Bank,307,Pad Mounted Recloser,,,
6098,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,18,Medium Voltage Switch Bank,308,Pad Mounted Sectionalizer,,,
6099,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,18,Medium Voltage Switch Bank,309,Pad Mounted Switch,,,
6100,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,19,Medium Voltage Transformer Bank,333,Pad Mounted Single Phase,,,
6105,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,19,Medium Voltage Transformer Bank,334,Pad Mounted Three Phase,,,
6106,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,19,Medium Voltage Transformer Bank,335,Pad Mounted Three Phase Delta,,,
6108,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,19,Medium Voltage Transformer Bank,336,Pad Mounted Three Phase Wye,,,
6101,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,19,Medium Voltage Transformer Bank,337,Pad Mounted Step Single Phase,,,
6102,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,19,Medium Voltage Transformer Bank,338,Pad Mounted Step Three Phase,,,
6103,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,19,Medium Voltage Transformer Bank,339,Pad Mounted Step Three Phase Delta,,,
6104,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,19,Medium Voltage Transformer Bank,340,Pad Mounted Step Three Phase Wye,,,
6107,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,19,Medium Voltage Transformer Bank,342,Pad Mounted Three Phase Open Wye,,,
6109,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,19,Medium Voltage Transformer Bank,343,Submersible Single Phase,,,
6110,Attachment,meh.unadmin.StructureJunction,106,Electric Pad,201,Pad,,meh.unadmin.ElectricAssembly,19,Medium Voltage Transformer Bank,344,Submersible Three Phase,,,
6113,Attachment,meh.unadmin.StructureJunction,107,Electric Pedestal,241,Pedestal,,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,,
6115,Attachment,meh.unadmin.StructureJunction,107,Electric Pedestal,241,Pedestal,,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,,
6112,Attachment,meh.unadmin.StructureJunction,107,Electric Pedestal,241,Pedestal,,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,,
6114,Attachment,meh.unadmin.StructureJunction,107,Electric Pedestal,241,Pedestal,,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,,
6116,Attachment,meh.unadmin.StructureJunction,107,Electric Pedestal,241,Pedestal,,meh.unadmin.ElectricDevice,22,Low Voltage Service,422,Single Phase Residential,Single Terminal,,
6117,Attachment,meh.unadmin.StructureJunction,110,Electric Vault,361,Vault,,meh.unadmin.ElectricJunction,7,Medium Voltage Attachment,61,Underground,,,
6118,Attachment,meh.unadmin.StructureJunction,110,Electric Vault,361,Vault,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,101,Underground Terminator,,,
5916,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,1,High Voltage Attachment,1,AC Overhead,,,
5917,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,3,High Voltage Line End,41,AC,,,
5918,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,3,High Voltage Line End,43,AC Riser,,,
5919,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,3,High Voltage Line End,44,DC Riser,,,
5920,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,4,Low Voltage Attachment,60,Overhead,,,
5921,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,82,Overhead Tap,,,
5922,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,103,Riser,,,
5923,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,8,Medium Voltage Connection Point,82,Overhead Tap,,,
5924,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,100,Overhead Line End,,,
5925,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,103,Riser,,,
5914,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,301,Flood light,Single Terminal,,
5915,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,302,Streetlight,Single Terminal,,
5910,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.StructureJunction,102,Electric Guy,41,Anchor Guy,,,
5911,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,325,Riser Guard,,,
5913,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.StructureJunction,123,Electric Support Pole,326,Stub,,,
5912,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,321,H-Frame,,meh.unadmin.StructureJunction,123,Electric Support Pole,327,Push Brace,,,
5958,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,1,High Voltage Attachment,1,AC Overhead,,,
5959,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,2,High Voltage Connection Point,21,AC Tap,,,
5960,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,3,High Voltage Line End,41,AC,,,
5961,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,3,High Voltage Line End,43,AC Riser,,,
5962,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,3,High Voltage Line End,44,DC Riser,,,
5963,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,4,Low Voltage Attachment,60,Overhead,,,
5964,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,82,Overhead Tap,,,
5965,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,103,Riser,,,
5966,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,8,Medium Voltage Connection Point,82,Overhead Tap,,,
5967,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,100,Overhead Line End,,,
5968,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,103,Riser,,,
5956,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,301,Flood light,Single Terminal,,
5957,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,302,Streetlight,Single Terminal,,
5952,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.StructureJunction,102,Electric Guy,41,Anchor Guy,,,
5953,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,325,Riser Guard,,,
5955,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.StructureJunction,123,Electric Support Pole,326,Stub,,,
5954,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,324,Single Pole,,meh.unadmin.StructureJunction,123,Electric Support Pole,327,Push Brace,,,
5942,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,1,High Voltage Attachment,1,AC Overhead,,,
5943,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,41,AC,,,
5944,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,43,AC Riser,,,
5945,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,44,DC Riser,,,
5946,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,4,Low Voltage Attachment,60,Overhead,,,
5947,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,82,Overhead Tap,,,
5948,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,103,Riser,,,
5949,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,8,Medium Voltage Connection Point,82,Overhead Tap,,,
5950,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,100,Overhead Line End,,,
5951,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricJunction,9,Medium Voltage Line End,103,Riser,,,
5940,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,301,Flood light,Single Terminal,,
5941,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.ElectricDevice,16,Low Voltage Lighting,302,Streetlight,Single Terminal,,
5938,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.StructureJunction,102,Electric Guy,41,Anchor Guy,,,
5939,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,330,Single Circuit Lattice,,meh.unadmin.StructureJunction,121,Electric Medium Voltage Pole,325,Riser Guard,,,
5899,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,1,High Voltage Attachment,1,AC Overhead,,,
5900,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,2,High Voltage Connection Point,21,AC Tap,,,
5901,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,41,AC,,,
5902,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,43,AC Riser,,,
5903,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,3,High Voltage Line End,44,DC Riser,,,
5904,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,4,Low Voltage Attachment,60,Overhead,,,
5905,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,82,Overhead Tap,,,
5906,Attachment,meh.unadmin.StructureJunction,120,Electric High Voltage Pole,331,Dual Circuit Lattice,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,103,Riser,,,
